,pos_x,pscale
0,0.0,1.0
1,0.34214285016059875,0.9488896131515503
2,0.6842857003211975,0.8977783918380737
3,1.0264285802841187,0.8466672897338867
4,1.368571400642395,0.7955561280250549
5,1.710714340209961,0.7444449663162231
6,2.0528571605682373,0.6933338046073914
7,2.3949999809265137,0.6422225832939148
8,2.73714280128479,0.5911114811897278
9,3.0792856216430664,0.5400002598762512
10,3.421428680419922,0.4888891279697418
11,3.7635715007781982,0.43777796626091003
12,4.105714321136475,0.38666680455207825
13,4.44785737991333,0.33555564284324646
14,4.789999961853027,0.2844444811344147
